-0.08, -0.46, 0.40
-0.13, -0.21, 0.54
-0.16, -0.00, 0.59
-0.14, 0.19, 0.56
-0.11, 0.36, 0.46
-0.15, 0.51, 0.29
-0.31, 0.60, 0.05
-0.57, 0.60, -0.19
-0.75, 0.41, -0.41
-0.78, 0.08, -0.42
-0.80, -0.27, 0.01
-0.66, -0.37, 0.42
-0.63, -0.32, 0.60
-0.59, -0.28, 0.65
-0.51, -0.26, 0.67
-0.33, -0.20, 0.69
-0.16, -0.22, 0.66
-0.12, -0.29, 0.62
-0.11, -0.31, 0.59
-0.15, -0.33, 0.60
-0.16, -0.33, 0.62
-0.19, -0.33, 0.62
-0.20, -0.34, 0.63
-0.19, -0.36, 0.66
-0.17, -0.37, 0.69
-0.16, -0.38, 0.72
-0.15, -0.39, 0.74
-0.14, -0.40, 0.75
-0.13, -0.40, 0.77
-0.13, -0.41, 0.78
